year,title,authorAbbr
2020,Adaptive vs. Fixed Spacing of Learning Items: Evidence from Studies of Learning and Transfer in Chemistry Education,E Mettler
2020,Adaptive vs. Fixed Spacing of Learning Items: Evidence from Studies of Learning and Transfer in Chemistry Education,A El-Ashmawy
2020,Adaptive vs. Fixed Spacing of Learning Items: Evidence from Studies of Learning and Transfer in Chemistry Education,C Massey
2020,Adaptive vs. Fixed Spacing of Learning Items: Evidence from Studies of Learning and Transfer in Chemistry Education,P Kellman
2020,Learner dynamics in a model of wug inflection: integrating frequency and phonology,S Frank
2020,Learner dynamics in a model of wug inflection: integrating frequency and phonology,K Smith
2020,Learner dynamics in a model of wug inflection: integrating frequency and phonology,C Cuskley
2020,Principled connections guide semantic feature production,H Harner
2020,Principled connections guide semantic feature production,S Khemlani
2020,Radical Embodiment and the Relation Between Individual and Joint Action:  A Level-Neutral Approach,G Sanches de Oliveira
2020,Social and visual cognition to predict collaborative problem solving,F McCormick
2020,Social and visual cognition to predict collaborative problem solving,P Layarda
2020,Social and visual cognition to predict collaborative problem solving,K Bernhardt-Walther
2020,Integration of visual and spoken cues in a virtual reality navigation task,S DeStefani
2020,Integration of visual and spoken cues in a virtual reality navigation task,J Feldman
2020,Integration of visual and spoken cues in a virtual reality navigation task,K Stromswold
2020,Emotional Valence of Narratives Is Preserved Across Multiple Retellings,F Breithaupt
2020,Emotional Valence of Narratives Is Preserved Across Multiple Retellings,B Li
2020,Emotional Valence of Narratives Is Preserved Across Multiple Retellings,J Kruschke
2020,"Selective Numeracy: Effects of Numeracy, Popular-Science Reports and Personal Experience on Data-Based Decision",W Liu
2020,"Selective Numeracy: Effects of Numeracy, Popular-Science Reports and Personal Experience on Data-Based Decision",M Penner
2020,Tracking Age-Related Cognitive Decline: Insights from the Detection of Advertisements,R Saryazdi
2020,Tracking Age-Related Cognitive Decline: Insights from the Detection of Advertisements,Y Hou
2020,Tracking Age-Related Cognitive Decline: Insights from the Detection of Advertisements,C Chambers
2020,Dual Processes in Relational Judgment: A Computational Framework,S Bhatia
2020,Dual Processes in Relational Judgment: A Computational Framework,R Richie
2020,Dual Processes in Relational Judgment: A Computational Framework,W Zhao
2020,Investigation of Attentional Decay: Implications for Instruction,K Godwin
2020,Investigation of Attentional Decay: Implications for Instruction,F Kaur
2020,Vowel raising in Bengali inflectional morphology:  Interactions of orthography and phonology,N Althaus
2020,Vowel raising in Bengali inflectional morphology:  Interactions of orthography and phonology,S Kotzor
2020,Vowel raising in Bengali inflectional morphology:  Interactions of orthography and phonology,A Lahiri
2020,Understanding Memory for WHERE using Smartphone Data,E Laliberte
2020,Understanding Memory for WHERE using Smartphone Data,B Stone
2020,Understanding Memory for WHERE using Smartphone Data,H Yim
2020,Understanding Memory for WHERE using Smartphone Data,S Dennis
2020,Grounding Spatial Language in Perception by Combining Concepts in a Neural Dynamic Architecture,D Sabinasz
2020,Grounding Spatial Language in Perception by Combining Concepts in a Neural Dynamic Architecture,M Richter
2020,Grounding Spatial Language in Perception by Combining Concepts in a Neural Dynamic Architecture,J Lins
2020,Grounding Spatial Language in Perception by Combining Concepts in a Neural Dynamic Architecture,G Schöner
2020,A Biologically Plausible Spiking Neural Model of Eyeblink Conditioning in the Cerebellum,A Stöckel
2020,A Biologically Plausible Spiking Neural Model of Eyeblink Conditioning in the Cerebellum,T Stewart
2020,A Biologically Plausible Spiking Neural Model of Eyeblink Conditioning in the Cerebellum,C Eliasmith
2020,Proceduralization and Working Memory in Association Learning,P Newlin
2020,Proceduralization and Working Memory in Association Learning,J Moss
2020,Research-Based Teaching Practices for Improving Students' Understanding of Mathematical Equivalence Have Not Made it into Elementary Classrooms,E Silla
2020,Research-Based Teaching Practices for Improving Students' Understanding of Mathematical Equivalence Have Not Made it into Elementary Classrooms,C Hornburg
2020,Research-Based Teaching Practices for Improving Students' Understanding of Mathematical Equivalence Have Not Made it into Elementary Classrooms,M Kloser
2020,Research-Based Teaching Practices for Improving Students' Understanding of Mathematical Equivalence Have Not Made it into Elementary Classrooms,N McNeil
2020,Replicating L2 learning in a Computational Model,L Barak
2020,Replicating L2 learning in a Computational Model,S Yang
2020,Replicating L2 learning in a Computational Model,C Rank
2020,Replicating L2 learning in a Computational Model,P Shafto
2020,Perceiving unseen objects,K Collins
2020,Perceiving unseen objects,J Tenenbaum
2020,Perceiving unseen objects,K Smith
2020,Generalizations about the functions of agents,H Harner
2020,Generalizations about the functions of agents,J Korman
2020,Generalizations about the functions of agents,S Khemlani
2020,An investigation of the origin of logical quantification: infants and adults representations of collective and distributive actions in complex visual scenes,N Cesana-Arlotti
2020,An investigation of the origin of logical quantification: infants and adults representations of collective and distributive actions in complex visual scenes,T Knowlton
2020,An investigation of the origin of logical quantification: infants and adults representations of collective and distributive actions in complex visual scenes,J Lidz
2020,An investigation of the origin of logical quantification: infants and adults representations of collective and distributive actions in complex visual scenes,J Halberda
2020,"Intelligence in humans, non-human animals, and machines",O Deery
2020,Representing Typological Prevalence in Graph-Based Semantic Maps,Q Wu
2020,Representing Typological Prevalence in Graph-Based Semantic Maps,B Malmskog
2020,Representing Typological Prevalence in Graph-Based Semantic Maps,K Holmes
2020,Population-level amplification of perceptual bias,M Hardy
2020,Population-level amplification of perceptual bias,B Thompson
2020,Population-level amplification of perceptual bias,P Krafft
2020,Population-level amplification of perceptual bias,T Griffiths
2020,Not what you expect: The relationship between violation of expectation and negation,V Gomes
2020,Not what you expect: The relationship between violation of expectation and negation,Y Huh
2020,Not what you expect: The relationship between violation of expectation and negation,J Trueswell
2020,Disentangling Generativity in Visual Cognition,D Campbell
2020,Disentangling Generativity in Visual Cognition,T Rogers
2020,Food sharing gave birth to social networks,J Pérez
2020,Food sharing gave birth to social networks,F Plana
2020,Openness to Fictional Experience: Measuring Readers' and Viewers' Narrative Absorption as a Function of Personality,C Iricinschi
2020,Openness to Fictional Experience: Measuring Readers' and Viewers' Narrative Absorption as a Function of Personality,Z Darazsdi
2020,Looking downward to the future: Chinese minds eye in time space,Y Zheng
2020,Looking downward to the future: Chinese minds eye in time space,Y Gu
2020,Looking downward to the future: Chinese minds eye in time space,R Cozijn
2020,Looking downward to the future: Chinese minds eye in time space,M Swerts
2020,Humans measure algorithmic complexity to guide  engagement with event sequences,G Raz
2020,Humans measure algorithmic complexity to guide  engagement with event sequences,S Radkani
2020,Humans measure algorithmic complexity to guide  engagement with event sequences,J Tenenbaum
2020,Humans measure algorithmic complexity to guide  engagement with event sequences,R Saxe
2020,Cardinal Direction Knowledge in 6-12-year-old Children,Y Yang
2020,Cardinal Direction Knowledge in 6-12-year-old Children,E Merrill
2020,"Epistemic Beliefs, Language, and Sources: Interactive Effects on Belief and Trust of Scientific Information",R Harsch
2020,"Epistemic Beliefs, Language, and Sources: Interactive Effects on Belief and Trust of Scientific Information",R Butterfuss
2020,"Epistemic Beliefs, Language, and Sources: Interactive Effects on Belief and Trust of Scientific Information",P Kendeou
2020,Learners sacrifice robust communication as a result of a social bias,M Fedzechkina
2020,Learners sacrifice robust communication as a result of a social bias,G Roberts
2020,Crowdsourcing to Analyze Belief Systems Underlying Social Issues,J Priniski
2020,Crowdsourcing to Analyze Belief Systems Underlying Social Issues,K Holyoak
2020,"Redder reds, redder purples, but not redder blues: color gradability knowledge among blind and sighted adults",M Bedny
2020,"Redder reds, redder purples, but not redder blues: color gradability knowledge among blind and sighted adults",J Kim
2020,"Neural Language Models Capture Some, But Not All Agreement Attraction Effects",S Arehalli
2020,"Neural Language Models Capture Some, But Not All Agreement Attraction Effects",T Linzen
2020,The Emotion-Induced Belief-Amplification Effect,M Vlasceanu
2020,The Emotion-Induced Belief-Amplification Effect,J Goebel
2020,The Emotion-Induced Belief-Amplification Effect,A Coman
2020,Generalization of Novel Object Names in Comparison Contexts in a yes-no paradigm by young children. When the rate of stimulus presentation matters.,E Stansbury
2020,Generalization of Novel Object Names in Comparison Contexts in a yes-no paradigm by young children. When the rate of stimulus presentation matters.,A Witt
2020,Generalization of Novel Object Names in Comparison Contexts in a yes-no paradigm by young children. When the rate of stimulus presentation matters.,J Thibaut
2020,Why blueberries are blue: intuitions about color labels among congenitally blind and sighted adults,J Kim
2020,Why blueberries are blue: intuitions about color labels among congenitally blind and sighted adults,M Bedny
2020,Does informational independence always matter? Children believe small group discussion is more accurate than ten times as many independent informants,E Richardson
2020,Does informational independence always matter? Children believe small group discussion is more accurate than ten times as many independent informants,F Keil
2020,Reliable Idiographic Parameters From Noisy Behavioral Data: The Case of Individual Differences in a Reinforcement Learning Task,Y Xu
2020,Reliable Idiographic Parameters From Noisy Behavioral Data: The Case of Individual Differences in a Reinforcement Learning Task,A Stocco
2020,Celebrating Dr. Jenny Saffran's Elman Award,E Thiessen
2020,Celebrating Dr. Jenny Saffran's Elman Award,J Saffran
2020,Celebrating Dr. Jenny Saffran's Elman Award,J Hay
2020,Celebrating Dr. Jenny Saffran's Elman Award,C Lew-Williams
2020,Learning word-referent mappings and concepts from raw inputs,W Vong
2020,Learning word-referent mappings and concepts from raw inputs,B Lake
2020,Developmental Changes in Children's Categorization of Facial Cues of Emotion,K Woodard
2020,Developmental Changes in Children's Categorization of Facial Cues of Emotion,M Zettersten
2020,Developmental Changes in Children's Categorization of Facial Cues of Emotion,S Pollak
2020,Dissociating adaptation to word-specific and color-specific conflict frequency in the Stroop task,G Spinelli
2020,Dissociating adaptation to word-specific and color-specific conflict frequency in the Stroop task,S Lupker
2020,Visual Quality and Lexical Quality Reduce Readers Reliance on Sentence Context for Word Recognition,A Sciuto
2020,Visual Quality and Lexical Quality Reduce Readers Reliance on Sentence Context for Word Recognition,S Milligan
2020,Visual Quality and Lexical Quality Reduce Readers Reliance on Sentence Context for Word Recognition,E Schotter
2020,"Designing Referential Descriptions for Children, Young Adults, and Computers: A Comprehensive Examination of Talker Informativity",J Bannon
2020,"Designing Referential Descriptions for Children, Young Adults, and Computers: A Comprehensive Examination of Talker Informativity",R Saryazdi
2020,"Designing Referential Descriptions for Children, Young Adults, and Computers: A Comprehensive Examination of Talker Informativity",C Chambers
2020,Monolingual and Bilingual Toddlers Reliance on the Mutual Exclusivity Principle and Statistics to Learn Colour Labels,P Fung
2020,Monolingual and Bilingual Toddlers Reliance on the Mutual Exclusivity Principle and Statistics to Learn Colour Labels,E Johnson
2020,Children use agents response time to distinguish between memory and novel inference,E Richardson
2020,Children use agents response time to distinguish between memory and novel inference,F Keil
2020,An associative learning account for retrieval-induced forgetting,L Hiatt
2020,An associative learning account for retrieval-induced forgetting,S Jones
2020,Practical Advice on How to Run Human Behavioral Studies,F E. Ritter
2020,Practical Advice on How to Run Human Behavioral Studies,J Morgan
2020,Practical Advice on How to Run Human Behavioral Studies,J Kim
2020,Student Learning Trajectories and Knowledge Transfer in Early Mathematical Equivalence Interventions,K Johannes
2020,Student Learning Trajectories and Knowledge Transfer in Early Mathematical Equivalence Interventions,J Davenport
2020,When do labels facilitate category learning in adults? The role of visual category structure,N Althaus
2020,What matters? The effect of individual political ideology on spoken gender stereotype comprehension,S Hammond-Thrasher
2020,What matters? The effect of individual political ideology on spoken gender stereotype comprehension,K Lõo
2020,What matters? The effect of individual political ideology on spoken gender stereotype comprehension,J Järvikivi
2020,Effects of chained study on spontaneous relational discovery,D Markant
2020,Face Selectivity in Social (But Not Perceptual) Areas of the Infant Brain,H Kosakowski
2020,Face Selectivity in Social (But Not Perceptual) Areas of the Infant Brain,M Cohen
2020,Face Selectivity in Social (But Not Perceptual) Areas of the Infant Brain,N Kanwisher
2020,Face Selectivity in Social (But Not Perceptual) Areas of the Infant Brain,R Saxe
2020,Broad consistency but cross-linguistic variation in the structure of information in sentences,J Klafka
2020,Broad consistency but cross-linguistic variation in the structure of information in sentences,D Yurovsky
2020,The (Un)Surprising Kindergarten Path,Z Ovans
2020,The (Un)Surprising Kindergarten Path,Y Huang
2020,The (Un)Surprising Kindergarten Path,N Feldman
2020,Boundary Extension in Response to Food: Exploring the Role of Appetitiveness,C Salinas
2020,Boundary Extension in Response to Food: Exploring the Role of Appetitiveness,B Breaux
2020,Boundary Extension in Response to Food: Exploring the Role of Appetitiveness,K Martin
2020,Can toddlers learn causal action sequences?,E Tecwyn
2020,Can toddlers learn causal action sequences?,N Mahbub
2020,Can toddlers learn causal action sequences?,N Kazi
2020,Can toddlers learn causal action sequences?,D Buchsbaum
2020,The impact of semantic versus perceptual attention on memory representation,S Vijayarajah
2020,The impact of semantic versus perceptual attention on memory representation,E McAlister
2020,The impact of semantic versus perceptual attention on memory representation,M Schlichting
2020,Schrödingers Category: Active Learning in the Face of Label Ambiguity,J Patterson
2020,Schrödingers Category: Active Learning in the Face of Label Ambiguity,E Karuza
2020,Abstract Words as Emotion Buffers: Affect Labeling and Distress Reduction,D Walsh
2020,Abstract Words as Emotion Buffers: Affect Labeling and Distress Reduction,K Holmes
2020,Chaining and the process of scientific innovation,E Liu
2020,Chaining and the process of scientific innovation,Y Xu
2020,Corrective Processes in Modeling Reference Resolution,C Nakos
2020,Corrective Processes in Modeling Reference Resolution,I Rabkina
2020,Corrective Processes in Modeling Reference Resolution,S Hill
2020,Corrective Processes in Modeling Reference Resolution,K Forbus
2020,Starting small: Exploring the origins of successor function knowledge,R Schneider
2020,Starting small: Exploring the origins of successor function knowledge,A Pankonin
2020,Starting small: Exploring the origins of successor function knowledge,A Schachner
2020,Starting small: Exploring the origins of successor function knowledge,D Barner
2020,Generating new concepts with hybrid neuro-symbolic models,R Feinman
2020,Generating new concepts with hybrid neuro-symbolic models,B Lake
2020,Neural Correlates of Hand Representation in Virtual Flight Simulation,P Andrievskaia
2020,Neural Correlates of Hand Representation in Virtual Flight Simulation,K Van Benthem
2020,Neural Correlates of Hand Representation in Virtual Flight Simulation,C Herdman
2020,Understanding Childrens Productions: Does Experience Play a Role?,A Bagga
2020,Understanding Childrens Productions: Does Experience Play a Role?,M Yu
2020,Understanding Childrens Productions: Does Experience Play a Role?,E Johnson
2020,An empirical estimate of the dimensionality of face space,J Pincus
2020,An empirical estimate of the dimensionality of face space,J Suchow
2020,The iconicity of random words,C Davis
2020,The iconicity of random words,G Lupyan
2020,Knowledge Representations in Health Judgments,N Gandhi
2020,Knowledge Representations in Health Judgments,W Zou
2020,Knowledge Representations in Health Judgments,C Meyer
2020,Knowledge Representations in Health Judgments,S Bhatia
2020,Knowledge Representations in Health Judgments,L Walasek
2020,The Adaptive Glasgow Face-Matching Task,N Gurkan
2020,The Adaptive Glasgow Face-Matching Task,J Suchow
2020,Infants use imitation but not comforting or social synchrony to evaluate those in social interactions,A Thomas
2020,Infants use imitation but not comforting or social synchrony to evaluate those in social interactions,R Saxe
2020,Infants use imitation but not comforting or social synchrony to evaluate those in social interactions,E Spelke
2020,Dissociable influences of reward and punishment on adaptive cognitive control,X Leng
2020,Dissociable influences of reward and punishment on adaptive cognitive control,H Ritz
2020,Dissociable influences of reward and punishment on adaptive cognitive control,D Yee
2020,Dissociable influences of reward and punishment on adaptive cognitive control,A Shenhav
2020,Scaling Uncertainty in Visual Perception and Estimation Tasks,E Schille-Hudson
2020,Scaling Uncertainty in Visual Perception and Estimation Tasks,D Landy
2020,How much to copy from others? The role of partial copying in social learning,C Campbell
2020,How much to copy from others? The role of partial copying in social learning,E Izquierdo
2020,How much to copy from others? The role of partial copying in social learning,R Goldstone
2020,Embodiment and immersion in cognition-focused virtual environments,A Pejemsky
2020,Embodiment and immersion in cognition-focused virtual environments,K Van Benthem
2020,Embodiment and immersion in cognition-focused virtual environments,C Herdman
2020,Staying and Returning Dynamics of Sustained Attention in Young Children,J Kim
2020,Staying and Returning Dynamics of Sustained Attention in Young Children,S Singh
2020,Staying and Returning Dynamics of Sustained Attention in Young Children,E Thiessen
2020,Staying and Returning Dynamics of Sustained Attention in Young Children,A Fisher
2020,Evidence for a Community of Knowledge Across Culture,M Fullerton
2020,Evidence for a Community of Knowledge Across Culture,S Sloman
2020,Evidence for a Community of Knowledge Across Culture,S Chan
2020,Representational complexity and pragmatics cause the monotonicity effect,F Schlotterbeck
2020,Representational complexity and pragmatics cause the monotonicity effect,S Ramotowska
2020,Representational complexity and pragmatics cause the monotonicity effect,L Van Maanen
2020,Representational complexity and pragmatics cause the monotonicity effect,J Szymanik
2020,Workshop on Scaling Cognitive Science,J Suchow
2020,Workshop on Scaling Cognitive Science,T Griffiths
2020,Workshop on Scaling Cognitive Science,J Hartshorne
2020,Not all Errors are the Same: The Role of Cognitive Effort in Cross-Situational Word Learning,K Snelling
2020,Not all Errors are the Same: The Role of Cognitive Effort in Cross-Situational Word Learning,S Thib
2020,Not all Errors are the Same: The Role of Cognitive Effort in Cross-Situational Word Learning,S Fitneva
2020,Resource management across brain regions supports auditory and visual-spatial processing in older age: An ERSP Study,M Turabian
2020,Resource management across brain regions supports auditory and visual-spatial processing in older age: An ERSP Study,K Van Benthem
2020,Resource management across brain regions supports auditory and visual-spatial processing in older age: An ERSP Study,C Herdman
2020,Does the effect of labels on sustained attention depend on target familiarity?,E Keebler
2020,Does the effect of labels on sustained attention depend on target familiarity?,C Vales
2020,Does the effect of labels on sustained attention depend on target familiarity?,J Kim
2020,Does the effect of labels on sustained attention depend on target familiarity?,T Girdhar
2020,Does the effect of labels on sustained attention depend on target familiarity?,A Fisher
2020,Using the TrackIt Task to Measure the Development of Selective Sustained Attention in Children Ages 2-7,E Keebler
2020,Using the TrackIt Task to Measure the Development of Selective Sustained Attention in Children Ages 2-7,J Kim
2020,Using the TrackIt Task to Measure the Development of Selective Sustained Attention in Children Ages 2-7,O Stanley
2020,Using the TrackIt Task to Measure the Development of Selective Sustained Attention in Children Ages 2-7,E Thiessen
2020,Using the TrackIt Task to Measure the Development of Selective Sustained Attention in Children Ages 2-7,A Fisher
2020,Meta-Analysis of the Neural Correlates of Finger Gnosis using Activation Likelihood Estimation,M Penner
2020,Meta-Analysis of the Neural Correlates of Finger Gnosis using Activation Likelihood Estimation,M Moes
2020,Meta-Analysis of the Neural Correlates of Finger Gnosis using Activation Likelihood Estimation,A Cecala
2020,Meaning Matters: Semantic Congruency of Representational Gesture Affects Integration of Newly-Learned Words into Read Sentential Contexts,S Hughes-Berheim
2020,Meaning Matters: Semantic Congruency of Representational Gesture Affects Integration of Newly-Learned Words into Read Sentential Contexts,L Morett
2020,Meaning Matters: Semantic Congruency of Representational Gesture Affects Integration of Newly-Learned Words into Read Sentential Contexts,J Shelley-Tremblay
2020,Supplementing problem solving with erroneous examples does not improve learning from an online fraction tutor,S Burr
2020,Supplementing problem solving with erroneous examples does not improve learning from an online fraction tutor,M Vorobeva
2020,Supplementing problem solving with erroneous examples does not improve learning from an online fraction tutor,H Douglas
2020,Supplementing problem solving with erroneous examples does not improve learning from an online fraction tutor,K Muldner
2020,Linguistic Overhypotheses in Category Learning: Explaining the Label Advantage Effect,A Ivanova
2020,Linguistic Overhypotheses in Category Learning: Explaining the Label Advantage Effect,M Hofer
2020,Resource-rational Task Decomposition to Minimize Planning Costs,C Correa
2020,Resource-rational Task Decomposition to Minimize Planning Costs,M Ho
2020,Resource-rational Task Decomposition to Minimize Planning Costs,F Callaway
2020,Resource-rational Task Decomposition to Minimize Planning Costs,T Griffiths
2020,Infants infer different types of social relations from giving and taking actions,D Tatone
2020,Infants infer different types of social relations from giving and taking actions,G Csibra
2020,Prior beliefs about the evidentiary weight of crime scene data impacts juror verdicts,E Line
2020,Prior beliefs about the evidentiary weight of crime scene data impacts juror verdicts,S Jaramillo
2020,Prior beliefs about the evidentiary weight of crime scene data impacts juror verdicts,T Neal
2020,Prior beliefs about the evidentiary weight of crime scene data impacts juror verdicts,Z Horne
2020,An efficient communication analysis of morpho-syntactic grammatical features,F Mollica
2020,An efficient communication analysis of morpho-syntactic grammatical features,C Kemp
2020,Investigating the role of student achievement goals in conceptual physics learning,M Diamond
2020,Investigating the role of student achievement goals in conceptual physics learning,T Nokes-Malach
2020,Influence of Topic Knowledge on Curiosity,S Wade
2020,Influence of Topic Knowledge on Curiosity,C Kidd
2020,Childrens expectations of reciprocity in referential communication,M Grigoroglou
2020,Childrens expectations of reciprocity in referential communication,P Ganea
2020,Learners bias to balance production effort against message uncertainty is independent of their native language,L Hall Hartley
2020,Learners bias to balance production effort against message uncertainty is independent of their native language,M Fedzechkina
2020,Determinantal Point Processes for Memory and Structured Inference,S Frankland
2020,Determinantal Point Processes for Memory and Structured Inference,J Cohen
2020,Describing and Comprehending Change in Quantitative Information,J Gao
2020,Describing and Comprehending Change in Quantitative Information,J Corter
2020,Optimal nudging,F Callaway
2020,Optimal nudging,M Hardy
2020,Optimal nudging,T Griffiths
2020,Event-related potentials reveal differences between foveal and parafoveal integration of visual and contextual information during sentence processing,S Milligan
2020,Event-related potentials reveal differences between foveal and parafoveal integration of visual and contextual information during sentence processing,A Sciuto
2020,Event-related potentials reveal differences between foveal and parafoveal integration of visual and contextual information during sentence processing,M Antúnez
2020,Event-related potentials reveal differences between foveal and parafoveal integration of visual and contextual information during sentence processing,E Schotter
2020,Frequency-dependent Regularization in Constituent Ordering Preferences,Z Liu
2020,Frequency-dependent Regularization in Constituent Ordering Preferences,E Morgan
2020,Conformity and Exploration,P Mistry
2020,Childrens use of linguistic and non-linguistic negation in reasoning by the disjunctive syllogism,M Grigoroglou
2020,Childrens use of linguistic and non-linguistic negation in reasoning by the disjunctive syllogism,P Ganea
2020,A theoretically driven meta-analysis of implicit theory of mind studies: The role of factivity,C Holland
2020,A theoretically driven meta-analysis of implicit theory of mind studies: The role of factivity,J Phillips
2020,Enhancing generalization through an optimized sequential curriculum: Learning (to read) through machine teaching,M Cooper Borkenhagen
2020,Enhancing generalization through an optimized sequential curriculum: Learning (to read) through machine teaching,A Sen
2020,Enhancing generalization through an optimized sequential curriculum: Learning (to read) through machine teaching,M Seidenberg
2020,Enhancing generalization through an optimized sequential curriculum: Learning (to read) through machine teaching,J Zhu
2020,Enhancing generalization through an optimized sequential curriculum: Learning (to read) through machine teaching,C Cox
2020,The benefits of practice with interruptions is step-specific,K Zish
2020,The benefits of practice with interruptions is step-specific,M McCurry
2020,The benefits of practice with interruptions is step-specific,G Trafton
2020,Using Experience Sampling to Investigate Affect at Encoding and Episodic Memory,A MacKenzie
2020,Using Experience Sampling to Investigate Affect at Encoding and Episodic Memory,H Yim
2020,Using Experience Sampling to Investigate Affect at Encoding and Episodic Memory,B Stone
2020,Using Experience Sampling to Investigate Affect at Encoding and Episodic Memory,S Dennis
2020,A rational model of sequential self-assessment,R Jansen
2020,A rational model of sequential self-assessment,A Rafferty
2020,A rational model of sequential self-assessment,T Griffiths
2020,Variation in surface features improves recognition of common magnitude relations,P Kalra
2020,Variation in surface features improves recognition of common magnitude relations,E Lazaroff
2020,Variation in surface features improves recognition of common magnitude relations,P Matthews
2020,Co-speech gestures reflect non-linguistic thinking: evidence from mental abacus,Y K?sa
2020,Co-speech gestures reflect non-linguistic thinking: evidence from mental abacus,N Brooks
2020,Co-speech gestures reflect non-linguistic thinking: evidence from mental abacus,S Goldin-Meadow
2020,Learning from the acoustic signal: Error-driven learning of low-level acoustics discriminates vowel and consonant pairs,J Nixon
2020,Learning from the acoustic signal: Error-driven learning of low-level acoustics discriminates vowel and consonant pairs,F Tomaschek
2020,Increasing Diversity of Contrast Examples Decreases Generalization from a Probabilistic Target Set,D Bosch
2020,Leveraging Computer Vision Face Representation to Understand Human Face Representation,C Ryali
2020,Leveraging Computer Vision Face Representation to Understand Human Face Representation,X Wang
2020,Leveraging Computer Vision Face Representation to Understand Human Face Representation,A Yu
2020,"Dollar Sense? The Relationship Between Numeracy, Financial Management and Estimation of Cart Total After Shopping",L Cui
2020,Adding biological constraints to deep neural networks reduces their capacity to learn unstructured data,C Tsvetkov
2020,Adding biological constraints to deep neural networks reduces their capacity to learn unstructured data,G Malhotra
2020,Adding biological constraints to deep neural networks reduces their capacity to learn unstructured data,B Evans
2020,Adding biological constraints to deep neural networks reduces their capacity to learn unstructured data,J Bowers
2020,Spatial structure in the cultural ecosystem of number,T Marghetis
2020,Spatial structure in the cultural ecosystem of number,K Samson
2020,Spatial structure in the cultural ecosystem of number,R Goldstone
2020,Spatial structure in the cultural ecosystem of number,D Landy
2020,Where does the conceptual spacetime asymmetry come from?,C Bergey
2020,Where does the conceptual spacetime asymmetry come from?,Y K?sa
2020,Where does the conceptual spacetime asymmetry come from?,D Casasanto
2020,Where does the conceptual spacetime asymmetry come from?,D Yurovsky
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,E Munnich
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,D Bittner
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,J West
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,M Schneider
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,A Tuiasosopo
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,W Cobb
2020,Consideration of Alternative Outcomes of Psychological Studies: Some Evidence for Transfer,M Martinez
2020,New insights from daylong audio transcripts of childrens language environments,J Montag
2020,Downloading Culture.zip: Social learning by program induction,M Kleiman-Weiner
2020,Downloading Culture.zip: Social learning by program induction,F Sosa
2020,Downloading Culture.zip: Social learning by program induction,B Thompson
2020,Downloading Culture.zip: Social learning by program induction,S Van Opheusden
2020,Downloading Culture.zip: Social learning by program induction,T Griffiths
2020,Downloading Culture.zip: Social learning by program induction,S Gershman
2020,Downloading Culture.zip: Social learning by program induction,F Cushman
2020,Interleaving facilitates the rapid formation of distributed representations,Z Zhou
2020,Interleaving facilitates the rapid formation of distributed representations,M Tandoc
2020,Interleaving facilitates the rapid formation of distributed representations,D Singh
2020,Interleaving facilitates the rapid formation of distributed representations,A Schapiro
2020,The Perceptimatic English Benchmark for Speech Perception Models,J Millet
2020,The Perceptimatic English Benchmark for Speech Perception Models,E Dunbar
2020,Comparing the effects of frontal and temporal neurostimulation on second language learning,K Bice
2020,Comparing the effects of frontal and temporal neurostimulation on second language learning,C Prat
2020,Givenness Hierarchy Theoretic Cognitive Status Filtering,P Pal
2020,Givenness Hierarchy Theoretic Cognitive Status Filtering,A Swaminathan
2020,Givenness Hierarchy Theoretic Cognitive Status Filtering,L Zhu
2020,Givenness Hierarchy Theoretic Cognitive Status Filtering,A Golden-Lasher
2020,Givenness Hierarchy Theoretic Cognitive Status Filtering,T Williams
2020,"Quantitative Analyses of Gaze Duration from the viewpoints of Grounding Acts, Conversation Topic, and Linguistic Proficiency",I Umata
2020,"Quantitative Analyses of Gaze Duration from the viewpoints of Grounding Acts, Conversation Topic, and Linguistic Proficiency",K Ijuin
2020,"Quantitative Analyses of Gaze Duration from the viewpoints of Grounding Acts, Conversation Topic, and Linguistic Proficiency",T Kato
2020,"Quantitative Analyses of Gaze Duration from the viewpoints of Grounding Acts, Conversation Topic, and Linguistic Proficiency",S Yamamoto
2020,The best-laid plans of mice and men: Competition between top-down and preceding-item cues in plan execution,Z Harmon
2020,The best-laid plans of mice and men: Competition between top-down and preceding-item cues in plan execution,V Kapatsinski
2020,Visual Attention and Real-World Decision Making: Sharing Photos on Social Media,S Fagan
2020,Visual Attention and Real-World Decision Making: Sharing Photos on Social Media,L Wade
2020,Visual Attention and Real-World Decision Making: Sharing Photos on Social Media,K Hugenberg
2020,Visual Attention and Real-World Decision Making: Sharing Photos on Social Media,A Kapadia
2020,Visual Attention and Real-World Decision Making: Sharing Photos on Social Media,B Bertenthal
2020,Accurate representation for spatial cognition using grid cells,N Dumont
2020,Accurate representation for spatial cognition using grid cells,C Eliasmith
2020,Does Linguistic Behavior Influence Punishment?,P Buyruk
2020,Does Linguistic Behavior Influence Punishment?,L Boroditsky
2020,Semantic influences on emergent preferences of word order:  Evidence from silent gesture,J Jaffan
